NGO_Name,state,Primary_SDG,Annual_Budget,Data_Assets,Infrastructure_Gap,Debt_Sensitivity,ZOPA_Flexibility
Bharat_Impact_NGO_0389,Uttar Pradesh,SDG 4: Quality Education,647301,Self-Help Group (SHG) Networks,Agri-Tech Sensors,Medium,0.74
Bharat_Impact_NGO_0390,Uttar Pradesh,SDG 4: Quality Education,2265992,Rural Land Records,Vernacular AI Models,Low,0.83
Bharat_Impact_NGO_0391,Maharashtra,SDG 4: Quality Education,780454,Localized Crop Yield Data,Agri-Tech Sensors,Low,0.65
Bharat_Impact_NGO_0392,Bihar,SDG 17: Partnerships,4697096,Self-Help Group (SHG) Networks,Agri-Tech Sensors,Low,0.25
Bharat_Impact_NGO_0393,Odisha,SDG 13: Climate Action,1918463,Vernacular Language Datasets,Vernacular AI Models,High,0.28
Bharat_Impact_NGO_0394,Karnataka,SDG 9: Industry & Innovation,1323468,Vernacular Language Datasets,Smart Village Grids,Medium,0.4
Bharat_Impact_NGO_0395,Maharashtra,SDG 4: Quality Education,74057,Localized Crop Yield Data,Smart Village Grids,Low,0.6
Bharat_Impact_NGO_0396,Tamil Nadu,SDG 9: Industry & Innovation,482870,Localized Crop Yield Data,Agri-Tech Sensors,High,0.71
Bharat_Impact_NGO_0397,Maharashtra,SDG 4: Quality Education,4976790,Rural Land Records,Tier-3 City Cloud Infrastructure,Medium,0.62
Bharat_Impact_NGO_0398,Kerala,SDG 13: Climate Action,381176,Vernacular Language Datasets,Agri-Tech Sensors,Low,0.62
Bharat_Impact_NGO_0399,Uttar Pradesh,SDG 4: Quality Education,2268343,Vernacular Language Datasets,Smart Village Grids,Medium,0.57
Bharat_Impact_NGO_0400,Tamil Nadu,SDG 9: Industry & Innovation,277002,Localized Crop Yield Data,Agri-Tech Sensors,Medium,0.39
Bharat_Impact_NGO_0401,Tamil Nadu,SDG 13: Climate Action,1619376,Traditional Craft Knowledge,Tier-3 City Cloud Infrastructure,High,0.41
Bharat_Impact_NGO_0402,Uttar Pradesh,SDG 4: Quality Education,51798,Traditional Craft Knowledge,Vernacular AI Models,Low,0.75
Bharat_Impact_NGO_0403,Tamil Nadu,SDG 13: Climate Action,1803598,Localized Crop Yield Data,Last-mile Fiber (BharatNet),Low,0.2
Bharat_Impact_NGO_0404,Tamil Nadu,SDG 9: Industry & Innovation,3341774,Localized Crop Yield Data,Vernacular AI Models,Low,0.49
Bharat_Impact_NGO_0405,Kerala,SDG 4: Quality Education,2265468,Rural Land Records,Agri-Tech Sensors,Medium,0.36
Bharat_Impact_NGO_0406,West Bengal,SDG 13: Climate Action,4488394,Vernacular Language Datasets,Vernacular AI Models,Low,0.28
Bharat_Impact_NGO_0407,Karnataka,SDG 17: Partnerships,2863435,Localized Crop Yield Data,Last-mile Fiber (BharatNet),Medium,0.65
Bharat_Impact_NGO_0408,Gujarat,SDG 13: Climate Action,4314496,Self-Help Group (SHG) Networks,Smart Village Grids,Medium,0.69
Bharat_Impact_NGO_0409,Uttar Pradesh,SDG 4: Quality Education,503162,Localized Crop Yield Data,Vernacular AI Models,Medium,0.49
Bharat_Impact_NGO_0410,Gujarat,SDG 9: Industry & Innovation,1186830,Vernacular Language Datasets,Smart Village Grids,High,0.87
Bharat_Impact_NGO_0411,Uttar Pradesh,SDG 9: Industry & Innovation,864449,Localized Crop Yield Data,Agri-Tech Sensors,Medium,0.69
Bharat_Impact_NGO_0412,Uttar Pradesh,SDG 4: Quality Education,4296472,Traditional Craft Knowledge,Tier-3 City Cloud Infrastructure,Low,0.16
Bharat_Impact_NGO_0413,Uttar Pradesh,SDG 13: Climate Action,55106,Localized Crop Yield Data,Vernacular AI Models,High,0.78
Bharat_Impact_NGO_0414,Gujarat,SDG 9: Industry & Innovation,2354803,Rural Land Records,Vernacular AI Models,Medium,0.75
Bharat_Impact_NGO_0415,Uttar Pradesh,SDG 9: Industry & Innovation,1325682,Traditional Craft Knowledge,Last-mile Fiber (BharatNet),High,0.68
Bharat_Impact_NGO_0416,West Bengal,SDG 13: Climate Action,1869142,Rural Land Records,Last-mile Fiber (BharatNet),Medium,0.19
Bharat_Impact_NGO_0417,Rajasthan,SDG 17: Partnerships,1097833,Localized Crop Yield Data,Smart Village Grids,High,0.73
Bharat_Impact_NGO_0418,Maharashtra,SDG 13: Climate Action,2188524,Localized Crop Yield Data,Smart Village Grids,Medium,0.29
Bharat_Impact_NGO_0419,Odisha,SDG 4: Quality Education,4184104,Vernacular Language Datasets,Agri-Tech Sensors,High,0.59
Bharat_Impact_NGO_0420,Gujarat,SDG 4: Quality Education,3699286,Traditional Craft Knowledge,Agri-Tech Sensors,Medium,0.3
Bharat_Impact_NGO_0421,Odisha,SDG 13: Climate Action,490369,Rural Land Records,Vernacular AI Models,Medium,0.81
Bharat_Impact_NGO_0422,Kerala,SDG 9: Industry & Innovation,4276509,Vernacular Language Datasets,Vernacular AI Models,Low,0.53
Bharat_Impact_NGO_0423,Gujarat,SDG 13: Climate Action,2991890,Self-Help Group (SHG) Networks,Last-mile Fiber (BharatNet),High,0.64
Bharat_Impact_NGO_0424,Bihar,SDG 9: Industry & Innovation,1076720,Rural Land Records,Smart Village Grids,Medium,0.56
Bharat_Impact_NGO_0425,Karnataka,SDG 9: Industry & Innovation,1020950,Localized Crop Yield Data,Vernacular AI Models,High,0.23
Bharat_Impact_NGO_0426,West Bengal,SDG 9: Industry & Innovation,2937464,Rural Land Records,Tier-3 City Cloud Infrastructure,Low,0.84
Bharat_Impact_NGO_0427,Odisha,SDG 17: Partnerships,3266657,Self-Help Group (SHG) Networks,Vernacular AI Models,Medium,0.52
Bharat_Impact_NGO_0428,Kerala,SDG 13: Climate Action,3615917,Vernacular Language Datasets,Vernacular AI Models,Low,0.29
Bharat_Impact_NGO_0429,Maharashtra,SDG 4: Quality Education,2956961,Traditional Craft Knowledge,Last-mile Fiber (BharatNet),Medium,0.65
Bharat_Impact_NGO_0430,Karnataka,SDG 17: Partnerships,2927566,Self-Help Group (SHG) Networks,Smart Village Grids,Low,0.49
Bharat_Impact_NGO_0431,Tamil Nadu,SDG 13: Climate Action,3960839,Rural Land Records,Smart Village Grids,Medium,0.25
Bharat_Impact_NGO_0432,Rajasthan,SDG 13: Climate Action,3236365,Traditional Craft Knowledge,Last-mile Fiber (BharatNet),High,0.73
Bharat_Impact_NGO_0433,Tamil Nadu,SDG 17: Partnerships,1323768,Localized Crop Yield Data,Vernacular AI Models,Medium,0.65
Bharat_Impact_NGO_0434,Kerala,SDG 17: Partnerships,653085,Localized Crop Yield Data,Smart Village Grids,Low,0.47
Bharat_Impact_NGO_0435,Uttar Pradesh,SDG 4: Quality Education,1115537,Rural Land Records,Vernacular AI Models,High,0.71
Bharat_Impact_NGO_0436,Tamil Nadu,SDG 17: Partnerships,3047446,Rural Land Records,Tier-3 City Cloud Infrastructure,High,0.29
Bharat_Impact_NGO_0437,Kerala,SDG 17: Partnerships,4641210,Traditional Craft Knowledge,Agri-Tech Sensors,Medium,0.4
Bharat_Impact_NGO_0438,Odisha,SDG 17: Partnerships,2904551,Vernacular Language Datasets,Tier-3 City Cloud Infrastructure,High,0.68
Bharat_Impact_NGO_0439,West Bengal,SDG 4: Quality Education,1397007,Traditional Craft Knowledge,Smart Village Grids,Low,0.48
Bharat_Impact_NGO_0440,Maharashtra,SDG 9: Industry & Innovation,2127828,Vernacular Language Datasets,Agri-Tech Sensors,Medium,0.7
Bharat_Impact_NGO_0441,Odisha,SDG 17: Partnerships,2564760,Localized Crop Yield Data,Smart Village Grids,Low,0.11
Bharat_Impact_NGO_0442,Odisha,SDG 17: Partnerships,3961039,Localized Crop Yield Data,Tier-3 City Cloud Infrastructure,High,0.82
Bharat_Impact_NGO_0443,Karnataka,SDG 17: Partnerships,4164836,Rural Land Records,Vernacular AI Models,Low,0.57
Bharat_Impact_NGO_0444,Maharashtra,SDG 9: Industry & Innovation,2108819,Vernacular Language Datasets,Vernacular AI Models,Low,0.22
Bharat_Impact_NGO_0445,Rajasthan,SDG 4: Quality Education,2326623,Self-Help Group (SHG) Networks,Last-mile Fiber (BharatNet),High,0.4
Bharat_Impact_NGO_0446,Kerala,SDG 4: Quality Education,1583658,Traditional Craft Knowledge,Tier-3 City Cloud Infrastructure,High,0.87
Bharat_Impact_NGO_0447,Maharashtra,SDG 4: Quality Education,4646677,Vernacular Language Datasets,Agri-Tech Sensors,High,0.81
Bharat_Impact_NGO_0448,Karnataka,SDG 17: Partnerships,3647527,Localized Crop Yield Data,Vernacular AI Models,High,0.38
Bharat_Impact_NGO_0449,Rajasthan,SDG 17: Partnerships,3447760,Traditional Craft Knowledge,Smart Village Grids,High,0.83
Bharat_Impact_NGO_0450,Gujarat,SDG 4: Quality Education,1002371,Rural Land Records,Tier-3 City Cloud Infrastructure,High,0.17
Bharat_Impact_NGO_0451,Maharashtra,SDG 9: Industry & Innovation,80756,Rural Land Records,Last-mile Fiber (BharatNet),Low,0.83
Bharat_Impact_NGO_0452,Kerala,SDG 9: Industry & Innovation,4847175,Self-Help Group (SHG) Networks,Vernacular AI Models,Medium,0.32
Bharat_Impact_NGO_0453,Odisha,SDG 9: Industry & Innovation,3383739,Rural Land Records,Vernacular AI Models,Medium,0.67
Bharat_Impact_NGO_0454,Kerala,SDG 13: Climate Action,1936674,Rural Land Records,Agri-Tech Sensors,Medium,0.44
Bharat_Impact_NGO_0455,Odisha,SDG 9: Industry & Innovation,3182849,Self-Help Group (SHG) Networks,Vernacular AI Models,Medium,0.38
Bharat_Impact_NGO_0456,West Bengal,SDG 9: Industry & Innovation,256361,Self-Help Group (SHG) Networks,Vernacular AI Models,Low,0.58
Bharat_Impact_NGO_0457,Kerala,SDG 4: Quality Education,2188124,Rural Land Records,Tier-3 City Cloud Infrastructure,Low,0.13
Bharat_Impact_NGO_0458,Kerala,SDG 4: Quality Education,3762194,Traditional Craft Knowledge,Smart Village Grids,High,0.86
Bharat_Impact_NGO_0459,Uttar Pradesh,SDG 17: Partnerships,2621882,Vernacular Language Datasets,Smart Village Grids,Medium,0.62
Bharat_Impact_NGO_0460,Gujarat,SDG 4: Quality Education,4408114,Traditional Craft Knowledge,Tier-3 City Cloud Infrastructure,High,0.64
Bharat_Impact_NGO_0461,Karnataka,SDG 17: Partnerships,196367,Vernacular Language Datasets,Tier-3 City Cloud Infrastructure,High,0.24
Bharat_Impact_NGO_0462,Gujarat,SDG 13: Climate Action,3449508,Self-Help Group (SHG) Networks,Vernacular AI Models,Low,0.28
Bharat_Impact_NGO_0463,Tamil Nadu,SDG 9: Industry & Innovation,813294,Self-Help Group (SHG) Networks,Smart Village Grids,High,0.4
Bharat_Impact_NGO_0464,Bihar,SDG 13: Climate Action,603515,Self-Help Group (SHG) Networks,Tier-3 City Cloud Infrastructure,Low,0.54
Bharat_Impact_NGO_0465,Uttar Pradesh,SDG 4: Quality Education,822116,Rural Land Records,Tier-3 City Cloud Infrastructure,High,0.45
Bharat_Impact_NGO_0466,Uttar Pradesh,SDG 13: Climate Action,4570564,Localized Crop Yield Data,Agri-Tech Sensors,Medium,0.21
Bharat_Impact_NGO_0467,West Bengal,SDG 4: Quality Education,2729598,Traditional Craft Knowledge,Tier-3 City Cloud Infrastructure,Low,0.8
Bharat_Impact_NGO_0468,West Bengal,SDG 13: Climate Action,4277031,Localized Crop Yield Data,Vernacular AI Models,Low,0.74
Bharat_Impact_NGO_0469,Karnataka,SDG 9: Industry & Innovation,2704030,Localized Crop Yield Data,Tier-3 City Cloud Infrastructure,High,0.46
Bharat_Impact_NGO_0470,Bihar,SDG 4: Quality Education,4222645,Localized Crop Yield Data,Agri-Tech Sensors,Medium,0.61
Bharat_Impact_NGO_0471,Rajasthan,SDG 13: Climate Action,1414769,Traditional Craft Knowledge,Smart Village Grids,High,0.47
Bharat_Impact_NGO_0472,Maharashtra,SDG 13: Climate Action,2830299,Vernacular Language Datasets,Agri-Tech Sensors,Low,0.19
Bharat_Impact_NGO_0473,Odisha,SDG 17: Partnerships,4258767,Self-Help Group (SHG) Networks,Smart Village Grids,High,0.54
Bharat_Impact_NGO_0474,Karnataka,SDG 4: Quality Education,1405199,Vernacular Language Datasets,Tier-3 City Cloud Infrastructure,High,0.8
Bharat_Impact_NGO_0475,Kerala,SDG 4: Quality Education,884100,Vernacular Language Datasets,Vernacular AI Models,Low,0.11
Bharat_Impact_NGO_0476,Maharashtra,SDG 13: Climate Action,2057849,Traditional Craft Knowledge,Last-mile Fiber (BharatNet),High,0.25
Bharat_Impact_NGO_0477,Karnataka,SDG 17: Partnerships,2755939,Localized Crop Yield Data,Tier-3 City Cloud Infrastructure,High,0.81
Bharat_Impact_NGO_0478,Tamil Nadu,SDG 13: Climate Action,267722,Vernacular Language Datasets,Tier-3 City Cloud Infrastructure,High,0.25
Bharat_Impact_NGO_0479,Maharashtra,SDG 4: Quality Education,4429767,Localized Crop Yield Data,Vernacular AI Models,Medium,0.1
Bharat_Impact_NGO_0480,Uttar Pradesh,SDG 9: Industry & Innovation,4688299,Traditional Craft Knowledge,Smart Village Grids,Low,0.49
Bharat_Impact_NGO_0481,Uttar Pradesh,SDG 13: Climate Action,826722,Self-Help Group (SHG) Networks,Last-mile Fiber (BharatNet),Low,0.69
Bharat_Impact_NGO_0482,Tamil Nadu,SDG 17: Partnerships,4064083,Self-Help Group (SHG) Networks,Tier-3 City Cloud Infrastructure,Low,0.74
Bharat_Impact_NGO_0483,Bihar,SDG 4: Quality Education,592082,Vernacular Language Datasets,Vernacular AI Models,Medium,0.15
Bharat_Impact_NGO_0484,Rajasthan,SDG 9: Industry & Innovation,4253994,Rural Land Records,Vernacular AI Models,Medium,0.22
Bharat_Impact_NGO_0485,Uttar Pradesh,SDG 13: Climate Action,3340167,Localized Crop Yield Data,Last-mile Fiber (BharatNet),Low,0.43
Bharat_Impact_NGO_0486,Gujarat,SDG 17: Partnerships,754284,Rural Land Records,Tier-3 City Cloud Infrastructure,Low,0.77
Bharat_Impact_NGO_0487,Kerala,SDG 4: Quality Education,1577102,Self-Help Group (SHG) Networks,Vernacular AI Models,High,0.14
Bharat_Impact_NGO_0488,Karnataka,SDG 17: Partnerships,2014310,Traditional Craft Knowledge,Agri-Tech Sensors,High,0.21
Bharat_Impact_NGO_0489,Gujarat,SDG 13: Climate Action,3604005,Localized Crop Yield Data,Last-mile Fiber (BharatNet),Low,0.62
Bharat_Impact_NGO_0490,Odisha,SDG 17: Partnerships,3433149,Self-Help Group (SHG) Networks,Agri-Tech Sensors,High,0.66
Bharat_Impact_NGO_0491,Odisha,SDG 4: Quality Education,3791597,Localized Crop Yield Data,Vernacular AI Models,High,0.17
Bharat_Impact_NGO_0492,Kerala,SDG 17: Partnerships,51823,Vernacular Language Datasets,Tier-3 City Cloud Infrastructure,High,0.72
Bharat_Impact_NGO_0493,Odisha,SDG 4: Quality Education,2175444,Localized Crop Yield Data,Last-mile Fiber (BharatNet),Low,0.56
Bharat_Impact_NGO_0494,Kerala,SDG 9: Industry & Innovation,4385912,Rural Land Records,Tier-3 City Cloud Infrastructure,Medium,0.45
Bharat_Impact_NGO_0495,Karnataka,SDG 13: Climate Action,4014785,Vernacular Language Datasets,Smart Village Grids,Low,0.72
Bharat_Impact_NGO_0496,Odisha,SDG 4: Quality Education,2279503,Traditional Craft Knowledge,Agri-Tech Sensors,Low,0.2
Bharat_Impact_NGO_0497,Bihar,SDG 13: Climate Action,77042,Traditional Craft Knowledge,Agri-Tech Sensors,High,0.78
Bharat_Impact_NGO_0498,Gujarat,SDG 4: Quality Education,653735,Traditional Craft Knowledge,Smart Village Grids,High,0.8
Bharat_Impact_NGO_0499,Tamil Nadu,SDG 9: Industry & Innovation,3861626,Localized Crop Yield Data,Smart Village Grids,High,0.77
Bharat_Impact_NGO_0500,Bihar,SDG 4: Quality Education,2496658,Localized Crop Yield Data,Tier-3 City Cloud Infrastructure,Low,0.74
Bharat_Impact_NGO_0501,West Bengal,SDG 13: Climate Action,1103054,Traditional Craft Knowledge,Last-mile Fiber (BharatNet),Low,0.61
Bharat_Impact_NGO_0502,Rajasthan,SDG 4: Quality Education,2045454,Rural Land Records,Smart Village Grids,High,0.23
Bharat_Impact_NGO_0503,Tamil Nadu,SDG 4: Quality Education,4792682,Localized Crop Yield Data,Tier-3 City Cloud Infrastructure,High,0.1
Bharat_Impact_NGO_0504,Tamil Nadu,SDG 4: Quality Education,1179730,Traditional Craft Knowledge,Agri-Tech Sensors,High,0.25
Bharat_Impact_NGO_0505,Maharashtra,SDG 9: Industry & Innovation,3180688,Traditional Craft Knowledge,Agri-Tech Sensors,High,0.69
Bharat_Impact_NGO_0506,Odisha,SDG 4: Quality Education,2870254,Rural Land Records,Agri-Tech Sensors,Medium,0.27
Bharat_Impact_NGO_0507,Maharashtra,SDG 4: Quality Education,4197656,Vernacular Language Datasets,Tier-3 City Cloud Infrastructure,Low,0.62
Bharat_Impact_NGO_0508,Bihar,SDG 13: Climate Action,1526304,Self-Help Group (SHG) Networks,Smart Village Grids,Medium,0.33
Bharat_Impact_NGO_0509,Rajasthan,SDG 9: Industry & Innovation,512512,Localized Crop Yield Data,Last-mile Fiber (BharatNet),Medium,0.58
Bharat_Impact_NGO_0510,Kerala,SDG 13: Climate Action,1586394,Traditional Craft Knowledge,Agri-Tech Sensors,Medium,0.66
Bharat_Impact_NGO_0511,Gujarat,SDG 17: Partnerships,1173347,Self-Help Group (SHG) Networks,Smart Village Grids,Medium,0.43
Bharat_Impact_NGO_0512,Kerala,SDG 17: Partnerships,1218922,Localized Crop Yield Data,Agri-Tech Sensors,Medium,0.36
Bharat_Impact_NGO_0513,Tamil Nadu,SDG 4: Quality Education,4450936,Traditional Craft Knowledge,Agri-Tech Sensors,Low,0.29
Bharat_Impact_NGO_0514,Odisha,SDG 4: Quality Education,739434,Rural Land Records,Vernacular AI Models,Medium,0.23
Bharat_Impact_NGO_0515,Gujarat,SDG 13: Climate Action,2158684,Localized Crop Yield Data,Tier-3 City Cloud Infrastructure,Low,0.42
Bharat_Impact_NGO_0516,Uttar Pradesh,SDG 13: Climate Action,1932020,Rural Land Records,Vernacular AI Models,High,0.66
Bharat_Impact_NGO_0517,Rajasthan,SDG 13: Climate Action,4719849,Self-Help Group (SHG) Networks,Vernacular AI Models,Medium,0.29
Bharat_Impact_NGO_0518,Bihar,SDG 9: Industry & Innovation,1030934,Traditional Craft Knowledge,Smart Village Grids,High,0.81
Bharat_Impact_NGO_0519,Rajasthan,SDG 9: Industry & Innovation,2960716,Rural Land Records,Last-mile Fiber (BharatNet),High,0.83
Bharat_Impact_NGO_0520,Gujarat,SDG 9: Industry & Innovation,1971093,Vernacular Language Datasets,Agri-Tech Sensors,Medium,0.46
Bharat_Impact_NGO_0521,Karnataka,SDG 4: Quality Education,3663479,Self-Help Group (SHG) Networks,Vernacular AI Models,Low,0.72
Bharat_Impact_NGO_0522,Tamil Nadu,SDG 9: Industry & Innovation,1058975,Vernacular Language Datasets,Agri-Tech Sensors,Low,0.73
Bharat_Impact_NGO_0523,Maharashtra,SDG 17: Partnerships,3609285,Localized Crop Yield Data,Tier-3 City Cloud Infrastructure,Medium,0.15
Bharat_Impact_NGO_0524,Karnataka,SDG 13: Climate Action,3888093,Self-Help Group (SHG) Networks,Smart Village Grids,Medium,0.42
Bharat_Impact_NGO_0525,Bihar,SDG 9: Industry & Innovation,2489732,Localized Crop Yield Data,Tier-3 City Cloud Infrastructure,High,0.56
Bharat_Impact_NGO_0526,Odisha,SDG 13: Climate Action,1414491,Localized Crop Yield Data,Vernacular AI Models,Medium,0.39
Bharat_Impact_NGO_0527,Odisha,SDG 17: Partnerships,1929474,Localized Crop Yield Data,Smart Village Grids,Low,0.41
Bharat_Impact_NGO_0528,Bihar,SDG 9: Industry & Innovation,2484978,Vernacular Language Datasets,Vernacular AI Models,Medium,0.88
Bharat_Impact_NGO_0529,Rajasthan,SDG 17: Partnerships,4884951,Vernacular Language Datasets,Tier-3 City Cloud Infrastructure,Medium,0.1
Bharat_Impact_NGO_0530,Maharashtra,SDG 9: Industry & Innovation,3518350,Rural Land Records,Vernacular AI Models,High,0.82
Bharat_Impact_NGO_0531,Odisha,SDG 9: Industry & Innovation,4838471,Localized Crop Yield Data,Vernacular AI Models,Low,0.76
Bharat_Impact_NGO_0532,Maharashtra,SDG 9: Industry & Innovation,3585640,Rural Land Records,Last-mile Fiber (BharatNet),Low,0.63
Bharat_Impact_NGO_0533,Rajasthan,SDG 13: Climate Action,310324,Self-Help Group (SHG) Networks,Tier-3 City Cloud Infrastructure,Low,0.33
Bharat_Impact_NGO_0534,West Bengal,SDG 17: Partnerships,965484,Self-Help Group (SHG) Networks,Agri-Tech Sensors,Low,0.64
Bharat_Impact_NGO_0535,Rajasthan,SDG 13: Climate Action,1064919,Localized Crop Yield Data,Tier-3 City Cloud Infrastructure,Medium,0.73
Bharat_Impact_NGO_0536,Kerala,SDG 9: Industry & Innovation,958301,Vernacular Language Datasets,Last-mile Fiber (BharatNet),Medium,0.55
Bharat_Impact_NGO_0537,Uttar Pradesh,SDG 17: Partnerships,4812347,Self-Help Group (SHG) Networks,Vernacular AI Models,High,0.49
Bharat_Impact_NGO_0538,Maharashtra,SDG 4: Quality Education,4637069,Self-Help Group (SHG) Networks,Vernacular AI Models,Low,0.67
Bharat_Impact_NGO_0539,Odisha,SDG 4: Quality Education,1658541,Rural Land Records,Vernacular AI Models,Medium,0.88
Bharat_Impact_NGO_0540,Kerala,SDG 9: Industry & Innovation,3574409,Traditional Craft Knowledge,Agri-Tech Sensors,High,0.32
Bharat_Impact_NGO_0541,Gujarat,SDG 17: Partnerships,3886817,Traditional Craft Knowledge,Tier-3 City Cloud Infrastructure,Low,0.64
Bharat_Impact_NGO_0542,Odisha,SDG 13: Climate Action,362407,Traditional Craft Knowledge,Last-mile Fiber (BharatNet),High,0.89
Bharat_Impact_NGO_0543,Gujarat,SDG 4: Quality Education,1422698,Self-Help Group (SHG) Networks,Tier-3 City Cloud Infrastructure,High,0.44
Bharat_Impact_NGO_0544,Karnataka,SDG 17: Partnerships,2229099,Rural Land Records,Smart Village Grids,High,0.14
Bharat_Impact_NGO_0545,Karnataka,SDG 9: Industry & Innovation,3066593,Vernacular Language Datasets,Vernacular AI Models,Medium,0.74
Bharat_Impact_NGO_0546,Tamil Nadu,SDG 13: Climate Action,4438083,Traditional Craft Knowledge,Last-mile Fiber (BharatNet),Low,0.2
Bharat_Impact_NGO_0547,Odisha,SDG 4: Quality Education,426937,Rural Land Records,Tier-3 City Cloud Infrastructure,Medium,0.11
Bharat_Impact_NGO_0548,Odisha,SDG 13: Climate Action,3481157,Traditional Craft Knowledge,Last-mile Fiber (BharatNet),Medium,0.86
Bharat_Impact_NGO_0549,West Bengal,SDG 17: Partnerships,4854968,Localized Crop Yield Data,Tier-3 City Cloud Infrastructure,High,0.11
Bharat_Impact_NGO_0550,Odisha,SDG 4: Quality Education,1875676,Vernacular Language Datasets,Last-mile Fiber (BharatNet),Low,0.59
Bharat_Impact_NGO_0551,Karnataka,SDG 17: Partnerships,1756189,Self-Help Group (SHG) Networks,Agri-Tech Sensors,High,0.29
Bharat_Impact_NGO_0552,Maharashtra,SDG 17: Partnerships,1742746,Rural Land Records,Agri-Tech Sensors,Low,0.84
Bharat_Impact_NGO_0553,Bihar,SDG 4: Quality Education,3782586,Localized Crop Yield Data,Tier-3 City Cloud Infrastructure,Medium,0.65
Bharat_Impact_NGO_0554,Gujarat,SDG 9: Industry & Innovation,489367,Vernacular Language Datasets,Agri-Tech Sensors,Low,0.28
Bharat_Impact_NGO_0555,Tamil Nadu,SDG 4: Quality Education,2194713,Traditional Craft Knowledge,Smart Village Grids,Low,0.13
Bharat_Impact_NGO_0556,Uttar Pradesh,SDG 9: Industry & Innovation,2854475,Self-Help Group (SHG) Networks,Vernacular AI Models,High,0.35
Bharat_Impact_NGO_0557,Tamil Nadu,SDG 9: Industry & Innovation,3879808,Self-Help Group (SHG) Networks,Tier-3 City Cloud Infrastructure,Low,0.48
Bharat_Impact_NGO_0558,West Bengal,SDG 13: Climate Action,1957011,Self-Help Group (SHG) Networks,Vernacular AI Models,High,0.14
Bharat_Impact_NGO_0559,Uttar Pradesh,SDG 17: Partnerships,715608,Traditional Craft Knowledge,Smart Village Grids,Low,0.62
Bharat_Impact_NGO_0560,Maharashtra,SDG 4: Quality Education,753739,Self-Help Group (SHG) Networks,Smart Village Grids,Medium,0.83
Bharat_Impact_NGO_0561,Karnataka,SDG 13: Climate Action,452854,Localized Crop Yield Data,Vernacular AI Models,Low,0.82
Bharat_Impact_NGO_0562,Kerala,SDG 13: Climate Action,1273508,Traditional Craft Knowledge,Tier-3 City Cloud Infrastructure,Low,0.81
Bharat_Impact_NGO_0563,Odisha,SDG 17: Partnerships,4012914,Vernacular Language Datasets,Agri-Tech Sensors,Medium,0.12
Bharat_Impact_NGO_0564,Maharashtra,SDG 4: Quality Education,486394,Localized Crop Yield Data,Vernacular AI Models,Medium,0.12
Bharat_Impact_NGO_0565,Kerala,SDG 17: Partnerships,1812004,Rural Land Records,Vernacular AI Models,High,0.76
Bharat_Impact_NGO_0566,Karnataka,SDG 13: Climate Action,3928574,Localized Crop Yield Data,Vernacular AI Models,Low,0.43
Bharat_Impact_NGO_0567,Rajasthan,SDG 17: Partnerships,3014290,Traditional Craft Knowledge,Tier-3 City Cloud Infrastructure,Low,0.87
Bharat_Impact_NGO_0568,West Bengal,SDG 9: Industry & Innovation,1564915,Vernacular Language Datasets,Vernacular AI Models,Low,0.35
Bharat_Impact_NGO_0569,Odisha,SDG 17: Partnerships,2609590,Localized Crop Yield Data,Smart Village Grids,Medium,0.35
Bharat_Impact_NGO_0570,Tamil Nadu,SDG 4: Quality Education,1096028,Traditional Craft Knowledge,Last-mile Fiber (BharatNet),Low,0.72
Bharat_Impact_NGO_0571,Bihar,SDG 9: Industry & Innovation,933731,Rural Land Records,Smart Village Grids,Medium,0.89
Bharat_Impact_NGO_0572,West Bengal,SDG 4: Quality Education,322519,Traditional Craft Knowledge,Smart Village Grids,High,0.64
Bharat_Impact_NGO_0573,Uttar Pradesh,SDG 13: Climate Action,809186,Localized Crop Yield Data,Last-mile Fiber (BharatNet),High,0.24
Bharat_Impact_NGO_0574,Kerala,SDG 13: Climate Action,2689968,Vernacular Language Datasets,Smart Village Grids,Medium,0.57
Bharat_Impact_NGO_0575,Karnataka,SDG 17: Partnerships,4121231,Self-Help Group (SHG) Networks,Agri-Tech Sensors,Low,0.76
Bharat_Impact_NGO_0576,Odisha,SDG 9: Industry & Innovation,395493,Rural Land Records,Last-mile Fiber (BharatNet),Medium,0.56
Bharat_Impact_NGO_0577,Odisha,SDG 9: Industry & Innovation,3015599,Traditional Craft Knowledge,Vernacular AI Models,Medium,0.13
Bharat_Impact_NGO_0578,Kerala,SDG 17: Partnerships,3035750,Rural Land Records,Vernacular AI Models,Low,0.25
Bharat_Impact_NGO_0579,Rajasthan,SDG 13: Climate Action,698989,Vernacular Language Datasets,Smart Village Grids,High,0.41
Bharat_Impact_NGO_0580,West Bengal,SDG 9: Industry & Innovation,4442153,Traditional Craft Knowledge,Last-mile Fiber (BharatNet),High,0.28
Bharat_Impact_NGO_0581,Bihar,SDG 4: Quality Education,4900000,Traditional Craft Knowledge,Agri-Tech Sensors,Medium,0.69
Bharat_Impact_NGO_0582,West Bengal,SDG 13: Climate Action,650737,Rural Land Records,Vernacular AI Models,Low,0.13
Bharat_Impact_NGO_0583,Tamil Nadu,SDG 13: Climate Action,4270844,Rural Land Records,Last-mile Fiber (BharatNet),Medium,0.24
Bharat_Impact_NGO_0584,Gujarat,SDG 13: Climate Action,4790751,Self-Help Group (SHG) Networks,Smart Village Grids,Medium,0.54
